FedKrum Server | INFO flwr 2024-04-02 10:51:48,519 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:01,816 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 100)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:02,240 | server.py:236 | fit_round 1 received 2 results and 0 failures
FedKrum Server | WARNING flwr 2024-04-02 11:38:02,241 | krum.py:153 | No fit_metrics_aggregation_fn provided
FedKrum Server | INFO flwr 2024-04-02 11:38:02,270 | server.py:125 | fit progress: (1, 0.9555450860252206, {'accuracy': 0.5339}, 96.82919699396007)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:02,274 | server.py:173 | evaluate_round 1: strategy sampled 111 clients (out of 111)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:07,557 | server.py:187 | evaluate_round 1 received 111 results and 0 failures
FedKrum Server | WARNING flwr 2024-04-02 11:38:07,558 | fedavg.py:281 | No evaluate_metrics_aggregation_fn provided
FedKrum Server | DEBUG flwr 2024-04-02 11:38:07,558 | server.py:222 | fit_round 2: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:08,705 | server.py:236 | fit_round 2 received 183 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:38:09,007 | server.py:125 | fit progress: (2, 0.9306435283305667, {'accuracy': 0.5728}, 103.56671920209192)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:09,009 | server.py:173 | evaluate_round 2: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:09,836 | server.py:187 | evaluate_round 2 received 183 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:38:09,837 | server.py:222 | fit_round 3: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:10,447 | server.py:236 | fit_round 3 received 183 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:38:10,722 | server.py:125 | fit progress: (3, 0.9305357737755774, {'accuracy': 0.5532}, 105.28141011111438)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:10,724 | server.py:173 | evaluate_round 3: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:11,524 | server.py:187 | evaluate_round 3 received 183 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:38:11,525 | server.py:222 | fit_round 4: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:12,143 | server.py:236 | fit_round 4 received 183 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:38:12,478 | server.py:125 | fit progress: (4, 0.8630913119690351, {'accuracy': 0.6001}, 107.0375962711405)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:12,481 | server.py:173 | evaluate_round 4: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:13,249 | server.py:187 | evaluate_round 4 received 183 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:38:13,250 | server.py:222 | fit_round 5: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:13,861 | server.py:236 | fit_round 5 received 183 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:38:14,157 | server.py:125 | fit progress: (5, 0.8507457309121, {'accuracy': 0.5898}, 108.71644214517437)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:14,159 | server.py:173 | evaluate_round 5: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:14,925 | server.py:187 | evaluate_round 5 received 183 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:38:14,925 | server.py:222 | fit_round 6: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:15,522 | server.py:236 | fit_round 6 received 183 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:38:15,684 | server.py:125 | fit progress: (6, 0.8386195694574715, {'accuracy': 0.6042}, 110.24391843099147)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:15,685 | server.py:173 | evaluate_round 6: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:16,461 | server.py:187 | evaluate_round 6 received 183 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:38:16,461 | server.py:222 | fit_round 7: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:17,036 | server.py:236 | fit_round 7 received 183 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:38:17,341 | server.py:125 | fit progress: (7, 0.8461533096601024, {'accuracy': 0.5924}, 111.9008978260681)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:17,345 | server.py:173 | evaluate_round 7: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:18,118 | server.py:187 | evaluate_round 7 received 183 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:38:18,120 | server.py:222 | fit_round 8: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:18,721 | server.py:236 | fit_round 8 received 183 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:38:18,923 | server.py:125 | fit progress: (8, 0.8348731661152792, {'accuracy': 0.6066}, 113.48216172098182)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:18,923 | server.py:173 | evaluate_round 8: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:19,702 | server.py:187 | evaluate_round 8 received 183 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:38:19,702 | server.py:222 | fit_round 9: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:20,505 | server.py:236 | fit_round 9 received 183 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:38:20,709 | server.py:125 | fit progress: (9, 0.8458456825596504, {'accuracy': 0.5938}, 115.26863773306832)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:20,711 | server.py:173 | evaluate_round 9: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:21,479 | server.py:187 | evaluate_round 9 received 183 results and 0 failures
FedKrum Server | DEBUG flwr 2024-04-02 11:38:21,480 | server.py:222 | fit_round 10: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:22,075 | server.py:236 | fit_round 10 received 183 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:38:22,375 | server.py:125 | fit progress: (10, 0.8351445512073383, {'accuracy': 0.6021}, 116.93504468211904)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:22,378 | server.py:173 | evaluate_round 10: strategy sampled 183 clients (out of 183)
FedKrum Server | DEBUG flwr 2024-04-02 11:38:23,127 | server.py:187 | evaluate_round 10 received 183 results and 0 failures
FedKrum Server | INFO flwr 2024-04-02 11:38:23,128 | server.py:153 | FL finished in 117.68715883116238
FedKrum Server | INFO flwr 2024-04-02 11:38:23,128 | app.py:226 | app_fit: losses_distributed [(1, 0.9542376936019004), (2, 0.9489961624796924), (3, 0.9424236113907861), (4, 0.8579431290183562), (5, 0.8555215372413886), (6, 0.8383004466692606), (7, 0.8492759860278479), (8, 0.8357468244156551), (9, 0.8507187245973472), (10, 0.8367333816048877)]
FedKrum Server | INFO flwr 2024-04-02 11:38:23,128 | app.py:227 | app_fit: metrics_distributed_fit {}
FedKrum Server | INFO flwr 2024-04-02 11:38:23,129 | app.py:228 | app_fit: metrics_distributed {}
FedKrum Server | INFO flwr 2024-04-02 11:38:23,129 | app.py:229 | app_fit: losses_centralized [(0, 1.0986122886681096), (1, 0.9555450860252206), (2, 0.9306435283305667), (3, 0.9305357737755774), (4, 0.8630913119690351), (5, 0.8507457309121), (6, 0.8386195694574715), (7, 0.8461533096601024), (8, 0.8348731661152792), (9, 0.8458456825596504), (10, 0.8351445512073383)]
FedKrum Server | INFO flwr 2024-04-02 11:38:23,129 | app.py:230 | app_fit: metrics_centralized {'accuracy': [(0, 0.2894), (1, 0.5339), (2, 0.5728), (3, 0.5532), (4, 0.6001), (5, 0.5898), (6, 0.6042), (7, 0.5924), (8, 0.6066), (9, 0.5938), (10, 0.6021)]}
